,FrameName,frameDefinitions,frameExamples,role,roleExamples
0,Heralding,A Communicator announces (linguistically or non-linguistically) the  imminent arrival of an Individual or the occurrence of an Event.,The unveiling of Alinghi's keel was <t>heralded</t> by alp horns,Communicator,
0,Heralding,A Communicator announces (linguistically or non-linguistically) the  imminent arrival of an Individual or the occurrence of an Event.,The unveiling of Alinghi's keel was <t>heralded</t> by alp horns,Individual,
0,Heralding,A Communicator announces (linguistically or non-linguistically) the  imminent arrival of an Individual or the occurrence of an Event.,The unveiling of Alinghi's keel was <t>heralded</t> by alp horns,Event,Sheep scattered from the road as trumpets heralded <fex>his arrival at the castle gates</fex>
0,Heralding,A Communicator announces (linguistically or non-linguistically) the  imminent arrival of an Individual or the occurrence of an Event.,The unveiling of Alinghi's keel was <t>heralded</t> by alp horns,Medium,
0,Heralding,A Communicator announces (linguistically or non-linguistically) the  imminent arrival of an Individual or the occurrence of an Event.,The unveiling of Alinghi's keel was <t>heralded</t> by alp horns,Time,
0,Heralding,A Communicator announces (linguistically or non-linguistically) the  imminent arrival of an Individual or the occurrence of an Event.,The unveiling of Alinghi's keel was <t>heralded</t> by alp horns,Place,
0,Change_direction,A Theme that is in motion assumes a new Direction in which it moves.,"We took our chances and <t>turned</t> right by a petrol station and, bingo, there she was--Fir Park.",Theme,At that point <fex>the truck in front of me</fex> turned right into the huge ditch/field that separates the interstate from the access road.
0,Change_direction,A Theme that is in motion assumes a new Direction in which it moves.,"We took our chances and <t>turned</t> right by a petrol station and, bingo, there she was--Fir Park.",Direction,"Eventually, though, I backtracked to Kel Tole and hung a <fex>left</fex> toward Kilgal Tole."
0,Change_direction,A Theme that is in motion assumes a new Direction in which it moves.,"We took our chances and <t>turned</t> right by a petrol station and, bingo, there she was--Fir Park.",Time,<fex>Then</fex> I turned left onto 220th Street.
0,Change_direction,A Theme that is in motion assumes a new Direction in which it moves.,"We took our chances and <t>turned</t> right by a petrol station and, bingo, there she was--Fir Park.",Place,Turn right <fex>at the stop light</fex> and follow Park Avenue.
0,Ordinal_numbers,"An Item is picked out either by the order in which the members of a set would be encountered by an implicit cognizer, or by the order in which the members of a set participate in an event or state which serves as the Basis_of_order.",The <t>first</t> car from the left is a Magosix.,Type,Capitalizes the first letter of the first <fex>word</fex> in each sentence
0,Ordinal_numbers,"An Item is picked out either by the order in which the members of a set would be encountered by an implicit cognizer, or by the order in which the members of a set participate in an event or state which serves as the Basis_of_order.",The <t>first</t> car from the left is a Magosix.,Starting_point,"Yes, I covered the cycle issue in  the second paragraph <fex>from the top</fex>."
0,Ordinal_numbers,"An Item is picked out either by the order in which the members of a set would be encountered by an implicit cognizer, or by the order in which the members of a set participate in an event or state which serves as the Basis_of_order.",The <t>first</t> car from the left is a Magosix.,Basis_of_order,Lorna was the third student <fex>to be expelled from the Academy</fex>.
0,Ordinal_numbers,"An Item is picked out either by the order in which the members of a set would be encountered by an implicit cognizer, or by the order in which the members of a set participate in an event or state which serves as the Basis_of_order.",The <t>first</t> car from the left is a Magosix.,Item,Bennett is the fifth woman to be showcased.
0,Ordinal_numbers,"An Item is picked out either by the order in which the members of a set would be encountered by an implicit cognizer, or by the order in which the members of a set participate in an event or state which serves as the Basis_of_order.",The <t>first</t> car from the left is a Magosix.,Comparison_set,The first student <fex>of the college</fex> to cross the ramp will present the name-card reader with a card having the name of the college printed on it. .
0,Fullness,A Container  is in a state of fullness/emptiness with respect to some Contents.,John carried a bucket <t>full</t> of water.,Container,John carried an empty <fex>bucket</fex>.
0,Fullness,A Container  is in a state of fullness/emptiness with respect to some Contents.,John carried a bucket <t>full</t> of water.,Time,
0,Expansion,An Item changes its physical size.,The pile of leaves had <t>shrunk</t> by about half after the first haul.,Item,<fex>Joan's new sweater</fex> shrank to a size that might fit a doll.
0,Expansion,An Item changes its physical size.,The pile of leaves had <t>shrunk</t> by about half after the first haul.,Time,
0,Path_traveled,"A Path, a series of connected locations, is traversed by a Theme, moving under its own power or under the influence of a physical force.","For Earth, these perturbations slowly change the eccentricity of the planet's
<t>orbit</t> around the Sun.",Path,"In insects, blood is confined to vessels during only a portion of its <fex><t>circuit</t></fex> through the body."
0,Path_traveled,"A Path, a series of connected locations, is traversed by a Theme, moving under its own power or under the influence of a physical force.","For Earth, these perturbations slowly change the eccentricity of the planet's
<t>orbit</t> around the Sun.",Theme,"The thick white line shows <fex>the army's</fex> path from Uzbekistan through Iran, Iraq, Palestine, and into Italy."
0,Quitting,An Employee voluntarily leaves the service of an Employer.,Leah <t>quit</t> her job after one month because of an evil force.,Employee,<fex>I</fex> just quit yesterday!
0,Quitting,An Employee voluntarily leaves the service of an Employer.,Leah <t>quit</t> her job after one month because of an evil force.,Employer,"He replaces Michael Lawrie, 50, who quit <fex>IBM</fex> to run Siebel."
0,Quitting,An Employee voluntarily leaves the service of an Employer.,Leah <t>quit</t> her job after one month because of an evil force.,Field,He might quit <fex>showbusiness</fex> for years.
0,Quitting,An Employee voluntarily leaves the service of an Employer.,Leah <t>quit</t> her job after one month because of an evil force.,Position, I  quit <fex>as a professional player</fex>!
0,Quitting,An Employee voluntarily leaves the service of an Employer.,Leah <t>quit</t> her job after one month because of an evil force.,Time,Guess who just quit <fex>today</fex>!
0,Quitting,An Employee voluntarily leaves the service of an Employer.,Leah <t>quit</t> her job after one month because of an evil force.,Place,Actually Iquit <fex>in the lobby</fex> before I got to my office.
0,Coming_to_be,"An Entity comes into existence at a particular Place and Time which may take a certain Duration_of_endstate, have a Cause, or be formed from Components.",Problems may <t>arise</t> whenever an S1 sophont enters the game.,Entity,
0,Coming_to_be,"An Entity comes into existence at a particular Place and Time which may take a certain Duration_of_endstate, have a Cause, or be formed from Components.",Problems may <t>arise</t> whenever an S1 sophont enters the game.,Time,
0,Coming_to_be,"An Entity comes into existence at a particular Place and Time which may take a certain Duration_of_endstate, have a Cause, or be formed from Components.",Problems may <t>arise</t> whenever an S1 sophont enters the game.,Place,
0,Attempting_and_resolving_scenario,"An Agent has a particular Goal in mind, and then uses some Means that they believe will bring about the Goal.",,Agent,<fex>John</fex> attempted to climb Mt. Everest.
0,Attempting_and_resolving_scenario,"An Agent has a particular Goal in mind, and then uses some Means that they believe will bring about the Goal.",,Time,
0,Attempting_and_resolving_scenario,"An Agent has a particular Goal in mind, and then uses some Means that they believe will bring about the Goal.",,Place,<fex>On the bridge</fex> he attempted to put the wig on.
0,Arrest,"Authorities charge a Suspect, who is under suspicion of having committed a crime (the Charges), and take him/her into custody.",The police <t>arrested</t> Harry on charges of manslaughter.,Charges,The police arrested Harry <fex>on charges of manslaughter</fex>.
